n,W,family,instance_idx,solver,value,optimal_value,opt_gap_pct,weight,capacity,feasible,time_s,items_selected
50,100,correlated,10,ml_rf,98,145,32.41,58,100,True,0.142619,6
50,100,correlated,10,ml_mlp,41,145,71.72,16,100,True,0.001337,4
50,100,correlated,11,dp,168,168,0.0,100,100,True,0.00205,9
50,100,correlated,11,greedy,167,168,0.6,99,100,True,5.8e-05,10
50,100,correlated,11,ml_rf,147,168,12.5,88,100,True,0.135758,10
50,100,correlated,11,ml_mlp,141,168,16.07,81,100,True,0.001059,10
50,100,correlated,12,dp,152,152,0.0,100,100,True,0.001729,8
50,100,correlated,12,greedy,146,152,3.95,95,100,True,4.4e-05,10
50,100,correlated,12,ml_rf,136,152,10.53,90,100,True,0.135259,9
50,100,correlated,12,ml_mlp,82,152,46.05,47,100,True,0.002191,7
50,100,correlated,13,dp,137,137,0.0,100,100,True,0.001239,7
50,100,correlated,13,greedy,131,137,4.38,97,100,True,2.7e-05,9
50,100,correlated,13,ml_rf,95,137,30.66,66,100,True,0.136161,6
50,100,correlated,13,ml_mlp,56,137,59.12,36,100,True,0.001108,5
50,100,correlated,14,dp,186,186,0.0,100,100,True,0.001777,11
50,100,correlated,14,greedy,186,186,0.0,100,100,True,4e-05,11
50,100,correlated,14,ml_rf,175,186,5.91,92,100,True,0.128606,10
50,100,correlated,14,ml_mlp,141,186,24.19,68,100,True,0.001285,9
50,100,correlated,15,dp,159,159,0.0,100,100,True,0.002809,7
50,100,correlated,15,greedy,155,159,2.52,98,100,True,6.1e-05,12
50,100,correlated,15,ml_rf,137,159,13.84,85,100,True,0.135601,9
50,100,correlated,15,ml_mlp,87,159,45.28,48,100,True,0.001241,7
50,100,correlated,16,dp,167,167,0.0,100,100,True,0.00162,8
50,100,correlated,16,greedy,166,167,0.6,99,100,True,4e-05,11
50,100,correlated,16,ml_rf,153,167,8.38,87,100,True,0.134695,9
50,100,correlated,16,ml_mlp,76,167,54.49,36,100,True,0.00139,6
50,100,correlated,17,dp,159,159,0.0,100,100,True,0.002334,8
50,100,correlated,17,greedy,159,159,0.0,100,100,True,5.9e-05,8
50,100,correlated,17,ml_rf,149,159,6.29,92,100,True,0.14165,7
50,100,correlated,17,ml_mlp,84,159,47.17,45,100,True,0.002515,5
50,100,correlated,18,dp,168,168,0.0,100,100,True,0.002285,9
50,100,correlated,18,greedy,166,168,1.19,100,100,True,5.7e-05,11
50,100,correlated,18,ml_rf,166,168,1.19,100,100,True,0.207395,11
50,100,correlated,18,ml_mlp,110,168,34.52,59,100,True,0.000834,6
50,100,correlated,19,dp,150,150,0.0,99,100,True,0.001689,8
50,100,correlated,19,greedy,149,150,0.67,100,100,True,4.8e-05,11
50,100,correlated,19,ml_rf,90,150,40.0,54,100,True,0.143373,7
50,100,correlated,19,ml_mlp,86,150,42.67,50,100,True,0.002112,7
50,100,adversarial,0,dp,256,256,0.0,100,100,True,0.003398,15
50,100,adversarial,0,greedy,187,256,26.95,100,100,True,9.3e-05,30
50,100,adversarial,0,ml_rf,116,256,54.69,42,100,True,0.14365,18
50,100,adversarial,0,ml_mlp,174,256,32.03,88,100,True,0.002365,25
50,100,adversarial,1,dp,238,238,0.0,100,100,True,0.002589,14
50,100,adversarial,1,greedy,187,238,21.43,100,100,True,6.7e-05,29
50,100,adversarial,1,ml_rf,126,238,47.06,53,100,True,0.149513,22
50,100,adversarial,1,ml_mlp,170,238,28.57,86,100,True,0.001667,27
50,100,adversarial,2,dp,256,256,0.0,100,100,True,0.002873,14
50,100,adversarial,2,greedy,183,256,28.52,100,100,True,6.5e-05,30
50,100,adversarial,2,ml_rf,124,256,51.56,55,100,True,0.143143,22
50,100,adversarial,2,ml_mlp,164,256,35.94,84,100,True,0.002334,27
50,100,adversarial,3,dp,244,244,0.0,100,100,True,0.002658,18
50,100,adversarial,3,greedy,244,244,0.0,100,100,True,6.5e-05,18
50,100,adversarial,3,ml_rf,111,244,54.51,46,100,True,0.151763,20
50,100,adversarial,3,ml_mlp,162,244,33.61,85,100,True,0.003782,25
50,100,adversarial,4,dp,248,248,0.0,100,100,True,0.002613,18
50,100,adversarial,4,greedy,248,248,0.0,100,100,True,6.8e-05,19
50,100,adversarial,4,ml_rf,148,248,40.32,63,100,True,0.128116,21
50,100,adversarial,4,ml_mlp,189,248,23.79,94,100,True,0.001059,26
50,100,adversarial,5,dp,240,240,0.0,100,100,True,0.001822,15
50,100,adversarial,5,greedy,195,240,18.75,100,100,True,4.7e-05,29
50,100,adversarial,5,ml_rf,153,240,36.25,66,100,True,0.121837,23
50,100,adversarial,5,ml_mlp,176,240,26.67,84,100,True,0.000887,26
50,100,adversarial,6,dp,250,250,0.0,100,100,True,0.001899,18
50,100,adversarial,6,greedy,250,250,0.0,100,100,True,2.9e-05,18
50,100,adversarial,6,ml_rf,144,250,42.4,71,100,True,0.126048,22
50,100,adversarial,6,ml_mlp,181,250,27.6,99,100,True,0.00088,26
50,100,adversarial,7,dp,247,247,0.0,100,100,True,0.001045,17
50,100,adversarial,7,greedy,247,247,0.0,100,100,True,3e-05,17
50,100,adversarial,7,ml_rf,105,247,57.49,37,100,True,0.116828,18
50,100,adversarial,7,ml_mlp,175,247,29.15,90,100,True,0.001081,26
50,100,adversarial,8,dp,236,236,0.0,100,100,True,0.001817,18
50,100,adversarial,8,greedy,236,236,0.0,100,100,True,4.6e-05,19
50,100,adversarial,8,ml_rf,106,236,55.08,53,100,True,0.122772,22
50,100,adversarial,8,ml_mlp,133,236,43.64,74,100,True,0.002628,25
50,100,adversarial,9,dp,252,252,0.0,100,100,True,0.002779,19
50,100,adversarial,9,greedy,252,252,0.0,100,100,True,6.7e-05,19
50,100,adversarial,9,ml_rf,107,252,57.54,53,100,True,0.13536,24
50,100,adversarial,9,ml_mlp,141,252,44.05,78,100,True,0.001516,27
50,100,adversarial,10,dp,247,247,0.0,100,100,True,0.002511,15
50,100,adversarial,10,greedy,175,247,29.15,100,100,True,5.1e-05,29
50,100,adversarial,10,ml_rf,110,247,55.47,49,100,True,0.138958,20
50,100,adversarial,10,ml_mlp,172,247,30.36,97,100,True,0.002703,26
50,100,adversarial,11,dp,239,239,0.0,100,100,True,0.00267,16
50,100,adversarial,11,greedy,177,239,25.94,100,100,True,7e-05,29
50,100,adversarial,11,ml_rf,113,239,52.72,52,100,True,0.133546,21
50,100,adversarial,11,ml_mlp,174,239,27.2,97,100,True,0.001099,27
50,100,adversarial,12,dp,251,251,0.0,100,100,True,0.002606,18
50,100,adversarial,12,greedy,251,251,0.0,100,100,True,6.5e-05,20
50,100,adversarial,12,ml_rf,154,251,38.65,69,100,True,0.12712,23
50,100,adversarial,12,ml_mlp,193,251,23.11,98,100,True,0.002063,27
50,100,adversarial,13,dp,257,257,0.0,100,100,True,0.002633,19
50,100,adversarial,13,greedy,257,257,0.0,100,100,True,7e-05,19
50,100,adversarial,13,ml_rf,121,257,52.92,51,100,True,0.080145,21
50,100,adversarial,13,ml_mlp,164,257,36.19,85,100,True,0.000821,26
50,100,adversarial,14,dp,251,251,0.0,100,100,True,0.001128,18
50,100,adversarial,14,greedy,251,251,0.0,100,100,True,3.1e-05,18
50,100,adversarial,14,ml_rf,107,251,57.37,53,100,True,0.13645,22
50,100,adversarial,14,ml_mlp,151,251,39.84,89,100,True,0.001338,28
50,100,adversarial,15,dp,247,247,0.0,100,100,True,0.003404,12
50,100,adversarial,15,greedy,209,247,15.38,100,100,True,7.2e-05,26
50,100,adversarial,15,ml_rf,161,247,34.82,64,100,True,0.123938,20
50,100,adversarial,15,ml_mlp,204,247,17.41,96,100,True,0.003014,25
50,100,adversarial,16,dp,233,233,0.0,100,100,True,0.001678,16
50,100,adversarial,16,greedy,183,233,21.46,100,100,True,6.7e-05,29
50,100,adversarial,16,ml_rf,143,233,38.63,69,100,True,0.119582,23
50,100,adversarial,16,ml_mlp,176,233,24.46,94,100,True,0.001421,27
50,100,adversarial,17,dp,259,259,0.0,100,100,True,0.001873,12
50,100,adversarial,17,greedy,203,259,21.62,100,100,True,4.6e-05,28
50,100,adversarial,17,ml_rf,164,259,36.68,70,100,True,0.122188,21
50,100,adversarial,17,ml_mlp,195,259,24.71,93,100,True,0.001449,24
50,100,adversarial,18,dp,250,250,0.0,100,100,True,0.001942,18
50,100,adversarial,18,greedy,250,250,0.0,100,100,True,4.7e-05,18
50,100,adversarial,18,ml_rf,108,250,56.8,38,100,True,0.129744,18
50,100,adversarial,18,ml_mlp,190,250,24.0,100,100,True,0.002888,27
50,100,adversarial,19,dp,273,273,0.0,100,100,True,0.002607,14
50,100,adversarial,19,greedy,200,273,26.74,100,100,True,6.8e-05,29
50,100,adversarial,19,ml_rf,154,273,43.59,64,100,True,0.127201,22
50,100,adversarial,19,ml_mlp,188,273,31.14,90,100,True,0.001059,26
100,200,uncorrelated,0,dp,1326,1326,0.0,199,200,True,0.009529,18
100,200,uncorrelated,0,greedy,1315,1326,0.83,200,200,True,0.000108,19
100,200,uncorrelated,0,ml_rf,1146,1326,13.57,167,200,True,0.14023,14
100,200,uncorrelated,0,ml_mlp,1314,1326,0.9,194,200,True,0.002768,18
100,200,uncorrelated,1,dp,1081,1081,0.0,200,200,True,0.006543,15
100,200,uncorrelated,1,greedy,1057,1081,2.22,196,200,True,7.9e-05,17
100,200,uncorrelated,1,ml_rf,982,1081,9.16,196,200,True,0.126599,12
100,200,uncorrelated,1,ml_mlp,1047,1081,3.15,185,200,True,0.010569,16
100,200,uncorrelated,2,dp,1100,1100,0.0,197,200,True,0.008737,15
100,200,uncorrelated,2,greedy,1076,1100,2.18,198,200,True,0.000101,17
100,200,uncorrelated,2,ml_rf,951,1100,13.55,177,200,True,0.132706,12
100,200,uncorrelated,2,ml_mlp,1068,1100,2.91,186,200,True,0.002376,15
100,200,uncorrelated,3,dp,918,918,0.0,199,200,True,0.007993,13
100,200,uncorrelated,3,greedy,894,918,2.61,197,200,True,0.000117,16
100,200,uncorrelated,3,ml_rf,792,918,13.73,194,200,True,0.129578,10
100,200,uncorrelated,3,ml_mlp,856,918,6.75,176,200,True,0.002345,14
100,200,uncorrelated,4,dp,1468,1468,0.0,200,200,True,0.00679,22
100,200,uncorrelated,4,greedy,1466,1468,0.14,198,200,True,7.7e-05,21
100,200,uncorrelated,4,ml_rf,1430,1468,2.59,200,200,True,0.136997,19
100,200,uncorrelated,4,ml_mlp,1446,1468,1.5,194,200,True,0.003145,20
100,200,uncorrelated,5,dp,1239,1239,0.0,200,200,True,0.009984,20
100,200,uncorrelated,5,greedy,1229,1239,0.81,198,200,True,0.00011,21
100,200,uncorrelated,5,ml_rf,1043,1239,15.82,178,200,True,0.154784,14
100,200,uncorrelated,5,ml_mlp,1223,1239,1.29,192,200,True,0.002453,19
100,200,uncorrelated,6,dp,1062,1062,0.0,198,200,True,0.009351,16
100,200,uncorrelated,6,greedy,1062,1062,0.0,198,200,True,0.000106,16
100,200,uncorrelated,6,ml_rf,934,1062,12.05,192,200,True,0.146694,12
100,200,uncorrelated,6,ml_mlp,951,1062,10.45,153,200,True,0.003119,14
100,200,uncorrelated,7,dp,1199,1199,0.0,200,200,True,0.013105,15
100,200,uncorrelated,7,greedy,1199,1199,0.0,200,200,True,0.000121,15
100,200,uncorrelated,7,ml_rf,1080,1199,9.92,186,200,True,0.148528,13
100,200,uncorrelated,7,ml_mlp,1199,1199,0.0,200,200,True,0.005048,15
100,200,uncorrelated,8,dp,909,909,0.0,196,200,True,0.010867,14
100,200,uncorrelated,8,greedy,909,909,0.0,196,200,True,8.4e-05,14
100,200,uncorrelated,8,ml_rf,816,909,10.23,195,200,True,0.136806,12
100,200,uncorrelated,8,ml_mlp,880,909,3.19,186,200,True,0.002628,14
100,200,uncorrelated,9,dp,987,987,0.0,198,200,True,0.008745,13
100,200,uncorrelated,9,greedy,968,987,1.93,192,200,True,0.000119,13
100,200,uncorrelated,9,ml_rf,819,987,17.02,184,200,True,0.130332,10
100,200,uncorrelated,9,ml_mlp,987,987,0.0,198,200,True,0.00265,13
100,200,uncorrelated,10,dp,1043,1043,0.0,199,200,True,0.009525,17
100,200,uncorrelated,10,greedy,1043,1043,0.0,199,200,True,0.000111,17
100,200,uncorrelated,10,ml_rf,903,1043,13.42,192,200,True,0.140593,12
100,200,uncorrelated,10,ml_mlp,1013,1043,2.88,181,200,True,0.002383,16
100,200,uncorrelated,11,dp,1184,1184,0.0,198,200,True,0.006432,17
100,200,uncorrelated,11,greedy,1171,1184,1.1,193,200,True,0.000124,17
100,200,uncorrelated,11,ml_rf,1004,1184,15.2,180,200,True,0.140903,12
100,200,uncorrelated,11,ml_mlp,1167,1184,1.44,191,200,True,0.005269,16
100,200,uncorrelated,12,dp,1175,1175,0.0,199,200,True,0.009579,19
100,200,uncorrelated,12,greedy,1175,1175,0.0,199,200,True,0.000113,19
100,200,uncorrelated,12,ml_rf,1068,1175,9.11,198,200,True,0.1353,14
100,200,uncorrelated,12,ml_mlp,1136,1175,3.32,184,200,True,0.002352,18
100,200,uncorrelated,13,dp,797,797,0.0,199,200,True,0.008943,12
100,200,uncorrelated,13,greedy,795,797,0.25,199,200,True,0.000111,13
100,200,uncorrelated,13,ml_rf,728,797,8.66,192,200,True,0.131574,10
100,200,uncorrelated,13,ml_mlp,589,797,26.1,110,200,True,0.0017,9
100,200,uncorrelated,14,dp,1010,1010,0.0,200,200,True,0.008858,18
100,200,uncorrelated,14,greedy,1003,1010,0.69,196,200,True,0.000106,19
100,200,uncorrelated,14,ml_rf,840,1010,16.83,196,200,True,0.139744,12
100,200,uncorrelated,14,ml_mlp,1003,1010,0.69,196,200,True,0.004774,19
100,200,uncorrelated,15,dp,1218,1218,0.0,200,200,True,0.009133,16
100,200,uncorrelated,15,greedy,1177,1218,3.37,183,200,True,0.000109,16
100,200,uncorrelated,15,ml_rf,1218,1218,0.0,200,200,True,0.132428,16
100,200,uncorrelated,15,ml_mlp,1130,1218,7.22,166,200,True,0.006165,16
100,200,uncorrelated,16,dp,781,781,0.0,200,200,True,0.009502,12
100,200,uncorrelated,16,greedy,770,781,1.41,197,200,True,0.000115,13
100,200,uncorrelated,16,ml_rf,619,781,20.74,183,200,True,0.136803,8
100,200,uncorrelated,16,ml_mlp,676,781,13.44,154,200,True,0.002207,11
100,200,uncorrelated,17,dp,1059,1059,0.0,199,200,True,0.009423,18
100,200,uncorrelated,17,greedy,1054,1059,0.47,195,200,True,0.000112,19
100,200,uncorrelated,17,ml_rf,880,1059,16.9,186,200,True,0.141214,14
100,200,uncorrelated,17,ml_mlp,1028,1059,2.93,183,200,True,0.001988,18
100,200,uncorrelated,18,dp,1266,1266,0.0,200,200,True,0.0107,19
100,200,uncorrelated,18,greedy,1266,1266,0.0,200,200,True,0.000113,19
100,200,uncorrelated,18,ml_rf,1197,1266,5.45,177,200,True,0.141041,17
100,200,uncorrelated,18,ml_mlp,1248,1266,1.42,190,200,True,0.003336,18
100,200,uncorrelated,19,dp,1061,1061,0.0,200,200,True,0.012161,13
100,200,uncorrelated,19,greedy,1054,1061,0.66,196,200,True,0.00011,13
100,200,uncorrelated,19,ml_rf,997,1061,6.03,199,200,True,0.142359,11
100,200,uncorrelated,19,ml_mlp,990,1061,6.69,173,200,True,0.001693,12
100,200,correlated,0,dp,402,402,0.0,199,200,True,0.006212,14
100,200,correlated,0,greedy,398,402,1.0,200,200,True,7.7e-05,15
100,200,correlated,0,ml_rf,397,402,1.24,195,200,True,0.129121,14
100,200,correlated,0,ml_mlp,138,402,65.67,46,200,True,0.003642,7
100,200,correlated,1,dp,322,322,0.0,200,200,True,0.00919,12
100,200,correlated,1,greedy,312,322,3.11,199,200,True,0.000115,16
100,200,correlated,1,ml_rf,276,322,14.29,166,200,True,0.140269,12
100,200,correlated,1,ml_mlp,67,322,79.19,30,200,True,0.002115,5
100,200,correlated,2,dp,350,350,0.0,200,200,True,0.009529,12
100,200,correlated,2,greedy,350,350,0.0,200,200,True,0.000108,12
100,200,correlated,2,ml_rf,251,350,28.29,135,200,True,0.137869,11
100,200,correlated,2,ml_mlp,55,350,84.29,16,200,True,0.003854,5
100,200,correlated,3,dp,358,358,0.0,199,200,True,0.008458,11
100,200,correlated,3,greedy,351,358,1.96,198,200,True,0.000113,14
100,200,correlated,3,ml_rf,331,358,7.54,190,200,True,0.136996,11
100,200,correlated,3,ml_mlp,107,358,70.11,36,200,True,0.001598,6
100,200,correlated,4,dp,357,357,0.0,200,200,True,0.009117,13
100,200,correlated,4,greedy,357,357,0.0,200,200,True,0.000126,13
100,200,correlated,4,ml_rf,323,357,9.52,195,200,True,0.130312,12
100,200,correlated,4,ml_mlp,87,357,75.63,28,200,True,0.003459,7
100,200,correlated,5,dp,317,317,0.0,200,200,True,0.008771,7
100,200,correlated,5,greedy,312,317,1.58,199,200,True,0.000126,11
100,200,correlated,5,ml_rf,240,317,24.29,151,200,True,0.144818,9
100,200,correlated,5,ml_mlp,62,317,80.44,27,200,True,0.002571,4
100,200,correlated,6,dp,356,356,0.0,200,200,True,0.009116,13
100,200,correlated,6,greedy,350,356,1.69,199,200,True,0.000139,16
100,200,correlated,6,ml_rf,337,356,5.34,191,200,True,0.142174,12
100,200,correlated,6,ml_mlp,123,356,65.45,47,200,True,0.004323,7
100,200,correlated,7,dp,360,360,0.0,200,200,True,0.012121,11
100,200,correlated,7,greedy,353,360,1.94,200,200,True,0.000109,14
100,200,correlated,7,ml_rf,275,360,23.61,150,200,True,0.133217,9
100,200,correlated,7,ml_mlp,90,360,75.0,28,200,True,0.002284,5
100,200,correlated,8,dp,346,346,0.0,200,200,True,0.006068,12
100,200,correlated,8,greedy,340,346,1.73,198,200,True,7.2e-05,14
100,200,correlated,8,ml_rf,265,346,23.41,140,200,True,0.13733,11
100,200,correlated,8,ml_mlp,123,346,64.45,49,200,True,0.008706,6
100,200,correlated,9,dp,387,387,0.0,200,200,True,0.008537,13
100,200,correlated,9,greedy,380,387,1.81,200,200,True,0.000109,15
100,200,correlated,9,ml_rf,358,387,7.49,181,200,True,0.13031,14
100,200,correlated,9,ml_mlp,134,387,65.37,55,200,True,0.003086,7
100,200,correlated,10,dp,340,340,0.0,200,200,True,0.006215,9
100,200,correlated,10,greedy,333,340,2.06,199,200,True,0.000108,13
100,200,correlated,10,ml_rf,286,340,15.88,165,200,True,0.137109,10
100,200,correlated,10,ml_mlp,96,340,71.76,36,200,True,0.002515,5
100,200,correlated,11,dp,403,403,0.0,200,200,True,0.008596,16
100,200,correlated,11,greedy,403,403,0.0,200,200,True,0.000112,16
100,200,correlated,11,ml_rf,364,403,9.68,184,200,True,0.136299,13
100,200,correlated,11,ml_mlp,165,403,59.06,49,200,True,0.002569,9
100,200,correlated,12,dp,369,369,0.0,200,200,True,0.007222,14
100,200,correlated,12,greedy,368,369,0.27,200,200,True,0.000115,15
100,200,correlated,12,ml_rf,319,369,13.55,168,200,True,0.135377,13
100,200,correlated,12,ml_mlp,90,369,75.61,29,200,True,0.003124,5
100,200,correlated,13,dp,341,341,0.0,198,200,True,0.006333,10
100,200,correlated,13,greedy,337,341,1.17,199,200,True,8.1e-05,11
100,200,correlated,13,ml_rf,333,341,2.35,189,200,True,0.133673,9
100,200,correlated,13,ml_mlp,65,341,80.94,26,200,True,0.002752,3
100,200,correlated,14,dp,314,314,0.0,200,200,True,0.008481,9
100,200,correlated,14,greedy,314,314,0.0,200,200,True,0.000114,10
100,200,correlated,14,ml_rf,200,314,36.31,135,200,True,0.138826,5
100,200,correlated,14,ml_mlp,27,314,91.4,12,200,True,0.001965,1
100,200,correlated,15,dp,396,396,0.0,200,200,True,0.010084,14
100,200,correlated,15,greedy,392,396,1.01,197,200,True,0.000111,16
100,200,correlated,15,ml_rf,396,396,0.0,200,200,True,0.12957,14
100,200,correlated,15,ml_mlp,145,396,63.38,37,200,True,0.002193,10
100,200,correlated,16,dp,354,354,0.0,200,200,True,0.006052,10
100,200,correlated,16,greedy,345,354,2.54,196,200,True,7.5e-05,12
100,200,correlated,16,ml_rf,318,354,10.17,179,200,True,0.136117,10
100,200,correlated,16,ml_mlp,71,354,79.94,29,200,True,0.002761,4
100,200,correlated,17,dp,382,382,0.0,200,200,True,0.007938,11
100,200,correlated,17,greedy,378,382,1.05,199,200,True,0.000107,13
100,200,correlated,17,ml_rf,347,382,9.16,173,200,True,0.129211,11
100,200,correlated,17,ml_mlp,138,382,63.87,40,200,True,0.002469,7
100,200,correlated,18,dp,350,350,0.0,199,200,True,0.008841,11
100,200,correlated,18,greedy,350,350,0.0,198,200,True,0.000157,13
100,200,correlated,18,ml_rf,343,350,2.0,199,200,True,0.207049,12
100,200,correlated,18,ml_mlp,106,350,69.71,49,200,True,0.002204,6
100,200,correlated,19,dp,430,430,0.0,199,200,True,0.009302,15
100,200,correlated,19,greedy,423,430,1.63,198,200,True,0.000113,17
100,200,correlated,19,ml_rf,395,430,8.14,174,200,True,0.143529,15
100,200,correlated,19,ml_mlp,208,430,51.63,57,200,True,0.002184,11
100,200,adversarial,0,dp,511,511,0.0,200,200,True,0.007876,32
100,200,adversarial,0,greedy,388,511,24.07,200,200,True,0.000132,45
100,200,adversarial,0,ml_rf,194,511,62.04,61,200,True,0.143733,32
100,200,adversarial,0,ml_mlp,201,511,60.67,65,200,True,0.00239,34
100,200,adversarial,1,dp,526,526,0.0,200,200,True,0.010735,36
100,200,adversarial,1,greedy,526,526,0.0,200,200,True,0.000143,36
100,200,adversarial,1,ml_rf,244,526,53.61,86,200,True,0.123332,34
100,200,adversarial,1,ml_mlp,273,526,48.1,105,200,True,0.011164,40
100,200,adversarial,2,dp,516,516,0.0,200,200,True,0.01097,36
100,200,adversarial,2,greedy,516,516,0.0,200,200,True,0.000144,36
100,200,adversarial,2,ml_rf,225,516,56.4,79,200,True,0.119006,34
100,200,adversarial,2,ml_mlp,253,516,50.97,98,200,True,0.00112,39
100,200,adversarial,3,dp,480,480,0.0,200,200,True,0.007546,30
100,200,adversarial,3,greedy,402,480,16.25,200,200,True,0.000121,43
100,200,adversarial,3,ml_rf,235,480,51.04,81,200,True,0.13961,35
100,200,adversarial,3,ml_mlp,223,480,53.54,73,200,True,0.002467,35
100,200,adversarial,4,dp,494,494,0.0,200,200,True,0.007356,36
100,200,adversarial,4,greedy,493,494,0.2,200,200,True,0.0001,37
100,200,adversarial,4,ml_rf,243,494,50.81,97,200,True,0.134112,36
100,200,adversarial,4,ml_mlp,244,494,50.61,95,200,True,0.003669,38
100,200,adversarial,5,dp,516,516,0.0,200,200,True,0.00715,35
100,200,adversarial,5,greedy,516,516,0.0,200,200,True,8.6e-05,35
100,200,adversarial,5,ml_rf,240,516,53.49,78,200,True,0.151809,33
100,200,adversarial,5,ml_mlp,253,516,50.97,85,200,True,0.001998,36
100,200,adversarial,6,dp,480,480,0.0,200,200,True,0.010636,35
100,200,adversarial,6,greedy,480,480,0.0,200,200,True,0.000262,35
100,200,adversarial,6,ml_rf,254,480,47.08,94,200,True,0.138781,39
100,200,adversarial,6,ml_mlp,248,480,48.33,89,200,True,0.003281,38
100,200,adversarial,7,dp,514,514,0.0,200,200,True,0.010675,34
100,200,adversarial,7,greedy,514,514,0.0,200,200,True,0.000425,37
100,200,adversarial,7,ml_rf,244,514,52.53,92,200,True,0.14409,37
100,200,adversarial,7,ml_mlp,275,514,46.5,113,200,True,0.003831,40
100,200,adversarial,8,dp,504,504,0.0,200,200,True,0.010538,35
100,200,adversarial,8,greedy,504,504,0.0,200,200,True,0.000121,35
100,200,adversarial,8,ml_rf,252,504,50.0,80,200,True,0.132089,33
100,200,adversarial,8,ml_mlp,284,504,43.65,102,200,True,0.002985,39
100,200,adversarial,9,dp,500,500,0.0,200,200,True,0.007518,35
100,200,adversarial,9,greedy,500,500,0.0,200,200,True,8.9e-05,35
100,200,adversarial,9,ml_rf,234,500,53.2,85,200,True,0.137269,34
100,200,adversarial,9,ml_mlp,233,500,53.4,84,200,True,0.002311,37
100,200,adversarial,10,dp,526,526,0.0,200,200,True,0.01052,31
100,200,adversarial,10,greedy,409,526,22.24,200,200,True,0.00013,45
100,200,adversarial,10,ml_rf,258,526,50.95,95,200,True,0.142147,36
100,200,adversarial,10,ml_mlp,239,526,54.56,80,200,True,0.004734,35
100,200,adversarial,11,dp,455,455,0.0,200,200,True,0.010935,35
100,200,adversarial,11,greedy,455,455,0.0,200,200,True,0.00014,37
100,200,adversarial,11,ml_rf,164,455,63.96,66,200,True,0.142117,36
100,200,adversarial,11,ml_mlp,191,455,58.02,86,200,True,0.004487,39
100,200,adversarial,12,dp,508,508,0.0,200,200,True,0.010986,35
100,200,adversarial,12,greedy,508,508,0.0,200,200,True,0.000143,35
100,200,adversarial,12,ml_rf,216,508,57.48,96,200,True,0.158227,37
100,200,adversarial,12,ml_mlp,186,508,63.39,75,200,True,0.002075,38
100,200,adversarial,13,dp,477,477,0.0,200,200,True,0.008668,35
100,200,adversarial,13,greedy,477,477,0.0,200,200,True,8.6e-05,36
100,200,adversarial,13,ml_rf,281,477,41.09,122,200,True,0.131374,40
100,200,adversarial,13,ml_mlp,273,477,42.77,116,200,True,0.001715,40
100,200,adversarial,14,dp,505,505,0.0,200,200,True,0.010889,34
100,200,adversarial,14,greedy,505,505,0.0,200,200,True,0.000135,34
100,200,adversarial,14,ml_rf,236,505,53.27,79,200,True,0.126137,32
100,200,adversarial,14,ml_mlp,243,505,51.88,82,200,True,0.00171,35
100,200,adversarial,15,dp,448,448,0.0,200,200,True,0.008299,36
100,200,adversarial,15,greedy,448,448,0.0,200,200,True,0.000123,37
100,200,adversarial,15,ml_rf,235,448,47.54,105,200,True,0.140106,39
100,200,adversarial,15,ml_mlp,253,448,43.53,117,200,True,0.004168,41
100,200,adversarial,16,dp,544,544,0.0,200,200,True,0.010457,31
100,200,adversarial,16,greedy,412,544,24.26,200,200,True,0.000125,44
100,200,adversarial,16,ml_rf,245,544,54.96,84,200,True,0.132833,34
100,200,adversarial,16,ml_mlp,264,544,51.47,95,200,True,0.002299,37
100,200,adversarial,17,dp,471,471,0.0,200,200,True,0.009228,35
100,200,adversarial,17,greedy,471,471,0.0,200,200,True,0.00013,35
100,200,adversarial,17,ml_rf,201,471,57.32,88,200,True,0.136672,38
100,200,adversarial,17,ml_mlp,183,471,61.15,74,200,True,0.001719,38
100,200,adversarial,18,dp,529,529,0.0,200,200,True,0.007173,24
100,200,adversarial,18,greedy,418,529,20.98,200,200,True,8.3e-05,44
100,200,adversarial,18,ml_rf,256,529,51.61,87,200,True,0.139205,33
100,200,adversarial,18,ml_mlp,261,529,50.66,88,200,True,0.005,35
100,200,adversarial,19,dp,505,505,0.0,200,200,True,0.010384,35
100,200,adversarial,19,greedy,505,505,0.0,200,200,True,0.000127,36
100,200,adversarial,19,ml_rf,257,505,49.11,94,200,True,0.139506,34
100,200,adversarial,19,ml_mlp,287,505,43.17,112,200,True,0.001637,39
