problem,method,family,instance_id,n,objective_value,optimality_gap,runtime_seconds
scheduling,DP,sparse,1013,20,760.0,0.0,2.379999205004424e-05
scheduling,Greedy_EF,sparse,1013,20,717.0,0.056578947368421055,1.8099992303177714e-05
scheduling,Greedy_HW,sparse,1013,20,760.0,0.0,1.4900011592544615e-05
scheduling,Greedy_BR,sparse,1013,20,726.0,0.04473684210526316,1.9400002202019095e-05
scheduling,ML_RF,sparse,1013,20,760,0.0,0.025910700001986697
scheduling,ML_MLP,sparse,1013,20,760,0.0,0.0009231999865733087
scheduling,DP,sparse,1014,20,916.0,0.0,2.2799998987466097e-05
scheduling,Greedy_EF,sparse,1014,20,792.0,0.13537117903930132,1.6999998479150236e-05
scheduling,Greedy_HW,sparse,1014,20,916.0,0.0,1.479999627918005e-05
scheduling,Greedy_BR,sparse,1014,20,916.0,0.0,1.9500002963468432e-05
scheduling,ML_RF,sparse,1014,20,916,0.0,0.026261799997882918
scheduling,ML_MLP,sparse,1014,20,916,0.0,0.0009222999942721799
scheduling,DP,sparse,1015,50,1892.0,0.0,7.020001066848636e-05
scheduling,Greedy_EF,sparse,1015,50,1667.0,0.11892177589852009,5.189998773857951e-05
scheduling,Greedy_HW,sparse,1015,50,1892.0,0.0,5.2100003813393414e-05
scheduling,Greedy_BR,sparse,1015,50,1867.0,0.013213530655391121,6.229999416973442e-05
scheduling,ML_RF,sparse,1015,50,1892,0.0,0.025789799998165108
scheduling,ML_MLP,sparse,1015,50,1892,0.0,0.0011593999952310696
scheduling,DP,sparse,1016,50,1789.0,0.0,0.00010930000280495733
scheduling,Greedy_EF,sparse,1016,50,1707.0,0.045835662381218556,7.71000050008297e-05
scheduling,Greedy_HW,sparse,1016,50,1787.0,0.0011179429849077697,7.88999896030873e-05
scheduling,Greedy_BR,sparse,1016,50,1789.0,0.0,8.480000542476773e-05
scheduling,ML_RF,sparse,1016,50,1787,0.0011179429849077697,0.02628520000143908
scheduling,ML_MLP,sparse,1016,50,1787,0.0011179429849077697,0.0012051000085193664
scheduling,DP,sparse,1017,50,2102.0,0.0,0.00010930000280495733
scheduling,Greedy_EF,sparse,1017,50,1951.0,0.07183634633682208,7.949999417178333e-05
scheduling,Greedy_HW,sparse,1017,50,2102.0,0.0,8.420000085607171e-05
scheduling,Greedy_BR,sparse,1017,50,2029.0,0.03472882968601332,0.00010410000686533749
scheduling,ML_RF,sparse,1017,50,2102,0.0,0.026571100010187365
scheduling,ML_MLP,sparse,1017,50,2102,0.0,0.001558799995109439
scheduling,DP,sparse,1018,50,2245.0,0.0,7.020001066848636e-05
scheduling,Greedy_EF,sparse,1018,50,1930.0,0.1403118040089087,4.9000009312294424e-05
scheduling,Greedy_HW,sparse,1018,50,2245.0,0.0,5.219999002292752e-05
scheduling,Greedy_BR,sparse,1018,50,2223.0,0.009799554565701559,6.730000313837081e-05
scheduling,ML_RF,sparse,1018,50,2245,0.0,0.025841299997409806
scheduling,ML_MLP,sparse,1018,50,2245,0.0,0.001510200003394857
scheduling,DP,sparse,1019,50,1727.0,0.0,0.0001686000032350421
scheduling,Greedy_EF,sparse,1019,50,1570.0,0.09090909090909091,5.879999662283808e-05
scheduling,Greedy_HW,sparse,1019,50,1727.0,0.0,5.0000002374872565e-05
scheduling,Greedy_BR,sparse,1019,50,1645.0,0.04748118123914302,5.639999289996922e-05
scheduling,ML_RF,sparse,1019,50,1727,0.0,0.025224999990314245
scheduling,ML_MLP,sparse,1019,50,1727,0.0,0.0015048000059323385
scheduling,DP,sparse,1020,50,1963.0,0.0,7.130000449251384e-05
scheduling,Greedy_EF,sparse,1020,50,1805.0,0.08048904737646459,4.910001007374376e-05
scheduling,Greedy_HW,sparse,1020,50,1924.0,0.019867549668874173,4.679999256040901e-05
scheduling,Greedy_BR,sparse,1020,50,1941.0,0.011207335710646969,6.249999569263309e-05
scheduling,ML_RF,sparse,1020,50,1963,0.0,0.0261709000042174
scheduling,ML_MLP,sparse,1020,50,1963,0.0,0.0013524000096367672
scheduling,DP,sparse,1021,50,2190.0,0.0,7.139999070204794e-05
scheduling,Greedy_EF,sparse,1021,50,1873.0,0.14474885844748858,4.8600006266497076e-05
scheduling,Greedy_HW,sparse,1021,50,2190.0,0.0,5.420000525191426e-05
scheduling,Greedy_BR,sparse,1021,50,2040.0,0.0684931506849315,6.609999400097877e-05
scheduling,ML_RF,sparse,1021,50,2190,0.0,0.025787799997488037
scheduling,ML_MLP,sparse,1021,50,2190,0.0,0.0011306000087643042
scheduling,DP,sparse,1022,50,2042.0,0.0,7.20999960321933e-05
scheduling,Greedy_EF,sparse,1022,50,1822.0,0.10773751224289912,5.2700008382089436e-05
scheduling,Greedy_HW,sparse,1022,50,2042.0,0.0,5.6599994422867894e-05
scheduling,Greedy_BR,sparse,1022,50,1988.0,0.02644466209598433,6.669999856967479e-05
scheduling,ML_RF,sparse,1022,50,2042,0.0,0.025771899992832914
scheduling,ML_MLP,sparse,1022,50,2042,0.0,0.001189600006910041
scheduling,DP,sparse,1023,50,1960.0,0.0,7.000000914558768e-05
scheduling,Greedy_EF,sparse,1023,50,1685.0,0.14030612244897958,5.01000031363219e-05
scheduling,Greedy_HW,sparse,1023,50,1934.0,0.013265306122448979,5.2700008382089436e-05
scheduling,Greedy_BR,sparse,1023,50,1796.0,0.0836734693877551,6.550000398419797e-05
scheduling,ML_RF,sparse,1023,50,1922,0.019387755102040816,0.025505199999315664
scheduling,ML_MLP,sparse,1023,50,1922,0.019387755102040816,0.0011301999911665916
scheduling,DP,sparse,1024,50,1950.0,0.0,7.129998994059861e-05
scheduling,Greedy_EF,sparse,1024,50,1802.0,0.0758974358974359,4.7599998652003706e-05
scheduling,Greedy_HW,sparse,1024,50,1950.0,0.0,4.959999932907522e-05
scheduling,Greedy_BR,sparse,1024,50,1868.0,0.04205128205128205,6.220000796020031e-05
scheduling,ML_RF,sparse,1024,50,1950,0.0,0.02616360000683926
scheduling,ML_MLP,sparse,1024,50,1915,0.017948717948717947,0.0013141999952495098
scheduling,DP,sparse,1025,50,2358.0,0.0,7.299998833332211e-05
scheduling,Greedy_EF,sparse,1025,50,2211.0,0.062340966921119595,5.440000677481294e-05
scheduling,Greedy_HW,sparse,1025,50,2336.0,0.009329940627650551,5.529999907594174e-05
scheduling,Greedy_BR,sparse,1025,50,2264.0,0.03986429177268872,7.119998917914927e-05
scheduling,ML_RF,sparse,1025,50,2336,0.009329940627650551,0.025640799998654984
scheduling,ML_MLP,sparse,1025,50,2336,0.009329940627650551,0.0013119000068400055
scheduling,DP,sparse,1026,50,2188.0,0.0,7.059999916236848e-05
scheduling,Greedy_EF,sparse,1026,50,2053.0,0.06170018281535649,5.1000009989365935e-05
scheduling,Greedy_HW,sparse,1026,50,2188.0,0.0,5.320001218933612e-05
scheduling,Greedy_BR,sparse,1026,50,2158.0,0.013711151736745886,0.00010240000847261399
scheduling,ML_RF,sparse,1026,50,2182,0.002742230347349177,0.025993400005972944
scheduling,ML_MLP,sparse,1026,50,2188,0.0,0.0010719999991124496
scheduling,DP,sparse,1027,50,2011.0,0.0,7.140000525396317e-05
scheduling,Greedy_EF,sparse,1027,50,1867.0,0.07160616608652412,5.1399998483248055e-05
scheduling,Greedy_HW,sparse,1027,50,2011.0,0.0,5.800000508315861e-05
scheduling,Greedy_BR,sparse,1027,50,1958.0,0.026355047240179015,6.880000000819564e-05
scheduling,ML_RF,sparse,1027,50,2011,0.0,0.02624060001107864
scheduling,ML_MLP,sparse,1027,50,2009,0.000994530084535057,0.0011872999893967062
scheduling,DP,sparse,1028,50,2066.0,0.0,7.199999527074397e-05
scheduling,Greedy_EF,sparse,1028,50,1815.0,0.12149080348499516,5.149999924469739e-05
scheduling,Greedy_HW,sparse,1028,50,2066.0,0.0,5.469999450724572e-05
scheduling,Greedy_BR,sparse,1028,50,2048.0,0.008712487899322363,6.70000008540228e-05
scheduling,ML_RF,sparse,1028,50,2066,0.0,0.028080800009774975
scheduling,ML_MLP,sparse,1028,50,2066,0.0,0.001145000001997687
scheduling,DP,sparse,1029,50,1936.0,0.0,7.150000601541251e-05
scheduling,Greedy_EF,sparse,1029,50,1582.0,0.1828512396694215,5.2700008382089436e-05
scheduling,Greedy_HW,sparse,1029,50,1936.0,0.0,5.679999594576657e-05
scheduling,Greedy_BR,sparse,1029,50,1858.0,0.040289256198347105,7.080000068526715e-05
scheduling,ML_RF,sparse,1029,50,1936,0.0,0.02658440000959672
scheduling,ML_MLP,sparse,1029,50,1936,0.0,0.0012183999933768064
scheduling,DP,sparse,1030,100,3616.0,0.0,0.00020719999156426638
scheduling,Greedy_EF,sparse,1030,100,3209.0,0.11255530973451328,0.000152900000102818
scheduling,Greedy_HW,sparse,1030,100,3616.0,0.0,0.00017810000281315297
scheduling,Greedy_BR,sparse,1030,100,3584.0,0.008849557522123894,0.0002032000047620386
scheduling,ML_RF,sparse,1030,100,3616,0.0,0.027723799998057075
scheduling,ML_MLP,sparse,1030,100,3616,0.0,0.002112599991960451
scheduling,DP,sparse,1031,100,3502.0,0.0,0.0002091000060318038
scheduling,Greedy_EF,sparse,1031,100,3093.0,0.11679040548258138,0.00014509999891743064
scheduling,Greedy_HW,sparse,1031,100,3485.0,0.0048543689320388345,0.00020080000103916973
scheduling,Greedy_BR,sparse,1031,100,3343.0,0.045402627070245574,0.0001880000054370612
scheduling,ML_RF,sparse,1031,100,3482,0.0057110222729868645,0.027715400006854907
scheduling,ML_MLP,sparse,1031,100,3482,0.0057110222729868645,0.002290099990204908
scheduling,DP,sparse,1032,100,3955.0,0.0,0.0001996000064536929
scheduling,Greedy_EF,sparse,1032,100,3433.0,0.13198482932996208,0.00014730000111740083
scheduling,Greedy_HW,sparse,1032,100,3925.0,0.007585335018963337,0.00015310000162571669
scheduling,Greedy_BR,sparse,1032,100,3787.0,0.04247787610619469,0.0001770000089891255
scheduling,ML_RF,sparse,1032,100,3925,0.007585335018963337,0.02807359999860637
scheduling,ML_MLP,sparse,1032,100,3925,0.007585335018963337,0.0019598000071709976
scheduling,DP,sparse,1033,100,3633.0,0.0,0.00020570000924635679
scheduling,Greedy_EF,sparse,1033,100,3205.0,0.11780897330030278,0.00015579999308101833
scheduling,Greedy_HW,sparse,1033,100,3609.0,0.006606110652353427,0.0001723000023048371
scheduling,Greedy_BR,sparse,1033,100,3510.0,0.033856317093311314,0.0002035999932559207
scheduling,ML_RF,sparse,1033,100,3582,0.014037985136251032,0.027725699997972697
scheduling,ML_MLP,sparse,1033,100,3582,0.014037985136251032,0.001962199996341951
scheduling,DP,sparse,1034,100,3798.0,0.0,0.0002558999985922128
scheduling,Greedy_EF,sparse,1034,100,3449.0,0.09189046866771985,0.00014829999417997897
scheduling,Greedy_HW,sparse,1034,100,3767.0,0.008162190626645603,0.0001753999968059361
scheduling,Greedy_BR,sparse,1034,100,3779.0,0.005002632964718273,0.0002035999932559207
scheduling,ML_RF,sparse,1034,100,3791,0.0018430753027909425,0.03763569999136962
scheduling,ML_MLP,sparse,1034,100,3791,0.0018430753027909425,0.0021656000026268885
scheduling,DP,sparse,1035,100,4122.0,0.0,0.00020679998851846904
scheduling,Greedy_EF,sparse,1035,100,3638.0,0.11741872877244056,0.00015780000831000507
scheduling,Greedy_HW,sparse,1035,100,4122.0,0.0,0.00018409999029245228
scheduling,Greedy_BR,sparse,1035,100,3949.0,0.04196991751576904,0.0002091000060318038
scheduling,ML_RF,sparse,1035,100,4122,0.0,0.029097000006004237
scheduling,ML_MLP,sparse,1035,100,4122,0.0,0.00208089999796357
scheduling,DP,sparse,1036,100,3744.0,0.0,0.0002082999999402091
scheduling,Greedy_EF,sparse,1036,100,3171.0,0.1530448717948718,0.0001453000004403293
scheduling,Greedy_HW,sparse,1036,100,3744.0,0.0,0.00017420000222045928
scheduling,Greedy_BR,sparse,1036,100,3590.0,0.04113247863247863,0.0001925000105984509
scheduling,ML_RF,sparse,1036,100,3744,0.0,0.02711999999883119
scheduling,ML_MLP,sparse,1036,100,3744,0.0,0.002034699995419942
scheduling,DP,sparse,1037,100,3872.0,0.0,0.00021249998826533556
scheduling,Greedy_EF,sparse,1037,100,3494.0,0.09762396694214875,0.00015690000145696104
scheduling,Greedy_HW,sparse,1037,100,3872.0,0.0,0.00017420000222045928
scheduling,Greedy_BR,sparse,1037,100,3822.0,0.012913223140495868,0.00020809999841731042
scheduling,ML_RF,sparse,1037,100,3872,0.0,0.027119000005768612
scheduling,ML_MLP,sparse,1037,100,3872,0.0,0.002297400002134964
scheduling,DP,sparse,1038,100,3978.0,0.0,0.00019440001051407307
scheduling,Greedy_EF,sparse,1038,100,3528.0,0.11312217194570136,0.0001306000049225986
scheduling,Greedy_HW,sparse,1038,100,3914.0,0.01608848667672197,0.00014989999181125313
scheduling,Greedy_BR,sparse,1038,100,3791.0,0.04700854700854701,0.00021750001178588718
scheduling,ML_RF,sparse,1038,100,3913,0.016339869281045753,0.02662879999843426
scheduling,ML_MLP,sparse,1038,100,3920,0.014580191050779286,0.0021173999994061887
scheduling,DP,sparse,1039,100,3995.0,0.0,0.00019839999731630087
scheduling,Greedy_EF,sparse,1039,100,3817.0,0.04455569461827284,0.00015360000543296337
scheduling,Greedy_HW,sparse,1039,100,3945.0,0.012515644555694618,0.00016999999934341758
scheduling,Greedy_BR,sparse,1039,100,3945.0,0.012515644555694618,0.00021640000340994447
scheduling,ML_RF,sparse,1039,100,3945,0.012515644555694618,0.027693800002452917
scheduling,ML_MLP,sparse,1039,100,3945,0.012515644555694618,0.0020225999905960634
scheduling,DP,sparse,1040,100,3394.0,0.0,0.00020759999461006373
scheduling,Greedy_EF,sparse,1040,100,2811.0,0.17177371832645846,0.00014059999375604093
scheduling,Greedy_HW,sparse,1040,100,3318.0,0.022392457277548614,0.00016710000636521727
scheduling,Greedy_BR,sparse,1040,100,3198.0,0.05774896876841485,0.00020480000239331275
scheduling,ML_RF,sparse,1040,100,3313,0.023865645256334708,0.026666299992939457
scheduling,ML_MLP,sparse,1040,100,3332,0.018267530936947555,0.0021664999949280173
scheduling,DP,sparse,1041,100,3647.0,0.0,0.00020379999477881938
scheduling,Greedy_EF,sparse,1041,100,2910.0,0.2020839045791061,0.00015310000162571669
scheduling,Greedy_HW,sparse,1041,100,3647.0,0.0,0.00016119999054353684
scheduling,Greedy_BR,sparse,1041,100,3543.0,0.028516588977241568,0.00019639999663922936
scheduling,ML_RF,sparse,1041,100,3647,0.0,0.026230200004647486
scheduling,ML_MLP,sparse,1041,100,3647,0.0,0.0019570000004023314
scheduling,DP,sparse,1042,100,3791.0,0.0,0.00020280000171624124
scheduling,Greedy_EF,sparse,1042,100,3433.0,0.09443418623054603,0.00014560000272467732
scheduling,Greedy_HW,sparse,1042,100,3766.0,0.006594566077552097,0.00022589998843614012
scheduling,Greedy_BR,sparse,1042,100,3722.0,0.018201002374043786,0.00020650000078603625
scheduling,ML_RF,sparse,1042,100,3766,0.006594566077552097,0.026524100001552142
scheduling,ML_MLP,sparse,1042,100,3764,0.007122131363756265,0.002483800009940751
scheduling,DP,sparse,1043,100,4112.0,0.0,0.000195399989024736
scheduling,Greedy_EF,sparse,1043,100,3888.0,0.054474708171206226,0.00015320000238716602
scheduling,Greedy_HW,sparse,1043,100,4112.0,0.0,0.00017800000205170363
scheduling,Greedy_BR,sparse,1043,100,3888.0,0.054474708171206226,0.0002018000086536631
scheduling,ML_RF,sparse,1043,100,4112,0.0,0.02652789998683147
scheduling,ML_MLP,sparse,1043,100,4112,0.0,0.002150499989511445
scheduling,DP,sparse,1044,100,4336.0,0.0,0.00020459998631849885
scheduling,Greedy_EF,sparse,1044,100,3953.0,0.08833025830258302,0.00015220000932458788
scheduling,Greedy_HW,sparse,1044,100,4321.0,0.003459409594095941,0.00022840000747237355
scheduling,Greedy_BR,sparse,1044,100,4247.0,0.020525830258302583,0.00022149999858811498
scheduling,ML_RF,sparse,1044,100,4321,0.003459409594095941,0.02775649999966845
scheduling,ML_MLP,sparse,1044,100,4320,0.0036900369003690036,0.0020989000040572137
scheduling,DP,dense,1045,20,444.0,0.0,2.1400002879090607e-05
scheduling,Greedy_EF,dense,1045,20,444.0,0.0,1.2299991794861853e-05
scheduling,Greedy_HW,dense,1045,20,394.0,0.11261261261261261,8.700008038431406e-06
scheduling,Greedy_BR,dense,1045,20,444.0,0.0,1.379998866468668e-05
scheduling,ML_RF,dense,1045,20,444,0.0,0.028696299996227026
scheduling,ML_MLP,dense,1045,20,444,0.0,0.0009234000026481226
scheduling,DP,dense,1046,20,499.0,0.0,2.1500003640539944e-05
scheduling,Greedy_EF,dense,1046,20,407.0,0.1843687374749499,1.340000017080456e-05
scheduling,Greedy_HW,dense,1046,20,413.0,0.17234468937875752,9.499999578110874e-06
scheduling,Greedy_BR,dense,1046,20,499.0,0.0,1.4499993994832039e-05
scheduling,ML_RF,dense,1046,20,499,0.0,0.025161700003081933
scheduling,ML_MLP,dense,1046,20,499,0.0,0.0008117999968817458
scheduling,DP,dense,1047,20,263.0,0.0,2.1100000594742596e-05
scheduling,Greedy_EF,dense,1047,20,126.0,0.5209125475285171,1.2299991794861853e-05
scheduling,Greedy_HW,dense,1047,20,257.0,0.022813688212927757,7.90000194683671e-06
scheduling,Greedy_BR,dense,1047,20,263.0,0.0,1.2699994840659201e-05
scheduling,ML_RF,dense,1047,20,263,0.0,0.02639679999265354
scheduling,ML_MLP,dense,1047,20,263,0.0,0.0009691000013845041
scheduling,DP,dense,1048,20,256.0,0.0,2.1799991372972727e-05
scheduling,Greedy_EF,dense,1048,20,236.0,0.078125,1.1399999493733048e-05
scheduling,Greedy_HW,dense,1048,20,256.0,0.0,8.59999272506684e-06
scheduling,Greedy_BR,dense,1048,20,252.0,0.015625,1.309999788645655e-05
scheduling,ML_RF,dense,1048,20,252,0.015625,0.02671839999675285
scheduling,ML_MLP,dense,1048,20,252,0.015625,0.0007632000051671639
scheduling,DP,dense,1049,20,249.0,0.0,2.1100000594742596e-05
scheduling,Greedy_EF,dense,1049,20,215.0,0.13654618473895583,1.2400007108226418e-05
scheduling,Greedy_HW,dense,1049,20,178.0,0.285140562248996,7.399998139590025e-06
scheduling,Greedy_BR,dense,1049,20,215.0,0.13654618473895583,1.2599994079209864e-05
scheduling,ML_RF,dense,1049,20,200,0.19678714859437751,0.026080199997522868
scheduling,ML_MLP,dense,1049,20,215,0.13654618473895583,0.0007867999956943095
scheduling,DP,dense,1050,20,329.0,0.0,2.1100000594742596e-05
scheduling,Greedy_EF,dense,1050,20,297.0,0.0972644376899696,1.2299991794861853e-05
scheduling,Greedy_HW,dense,1050,20,254.0,0.22796352583586627,8.400005754083395e-06
scheduling,Greedy_BR,dense,1050,20,329.0,0.0,1.300001167692244e-05
scheduling,ML_RF,dense,1050,20,329,0.0,0.026136000000406057
scheduling,ML_MLP,dense,1050,20,329,0.0,0.0008610000077169389
scheduling,DP,dense,1051,20,504.0,0.0,2.1500003640539944e-05
scheduling,Greedy_EF,dense,1051,20,372.0,0.2619047619047619,1.3500000932253897e-05
scheduling,Greedy_HW,dense,1051,20,434.0,0.1388888888888889,9.199997293762863e-06
scheduling,Greedy_BR,dense,1051,20,504.0,0.0,1.5300000086426735e-05
scheduling,ML_RF,dense,1051,20,504,0.0,0.025723200000356883
scheduling,ML_MLP,dense,1051,20,504,0.0,0.0009617000032449141
scheduling,DP,dense,1052,20,288.0,0.0,2.1100000594742596e-05
scheduling,Greedy_EF,dense,1052,20,233.0,0.1909722222222222,1.2600008631125093e-05
scheduling,Greedy_HW,dense,1052,20,288.0,0.0,8.600007276982069e-06
scheduling,Greedy_BR,dense,1052,20,287.0,0.003472222222222222,1.309999788645655e-05
scheduling,ML_RF,dense,1052,20,287,0.003472222222222222,0.02665580000029877
scheduling,ML_MLP,dense,1052,20,287,0.003472222222222222,0.0010134000040125102
scheduling,DP,dense,1053,20,319.0,0.0,2.0899999071843922e-05
scheduling,Greedy_EF,dense,1053,20,233.0,0.26959247648902823,1.309999788645655e-05
scheduling,Greedy_HW,dense,1053,20,290.0,0.09090909090909091,9.100011084228754e-06
scheduling,Greedy_BR,dense,1053,20,264.0,0.1724137931034483,1.270000939257443e-05
scheduling,ML_RF,dense,1053,20,264,0.1724137931034483,0.024375399996642955
scheduling,ML_MLP,dense,1053,20,319,0.0,0.0007863999926485121
scheduling,DP,dense,1054,20,417.0,0.0,2.099999983329326e-05
scheduling,Greedy_EF,dense,1054,20,322.0,0.2278177458033573,1.2999997125007212e-05
scheduling,Greedy_HW,dense,1054,20,381.0,0.08633093525179857,8.700008038431406e-06
scheduling,Greedy_BR,dense,1054,20,414.0,0.007194244604316547,1.3899989426136017e-05
scheduling,ML_RF,dense,1054,20,414,0.007194244604316547,0.0259613999951398
scheduling,ML_MLP,dense,1054,20,414,0.007194244604316547,0.0007759000000078231
scheduling,DP,dense,1055,20,333.0,0.0,2.1700005163438618e-05
scheduling,Greedy_EF,dense,1055,20,246.0,0.26126126126126126,1.200000406242907e-05
scheduling,Greedy_HW,dense,1055,20,182.0,0.45345345345345345,8.000002708286047e-06
scheduling,Greedy_BR,dense,1055,20,329.0,0.012012012012012012,1.3199998647905886e-05
scheduling,ML_RF,dense,1055,20,231,0.3063063063063063,0.026405599986901507
scheduling,ML_MLP,dense,1055,20,242,0.2732732732732733,0.0007113999890862033
scheduling,DP,dense,1056,20,291.0,0.0,2.1100000594742596e-05
scheduling,Greedy_EF,dense,1056,20,255.0,0.12371134020618557,1.200000406242907e-05
scheduling,Greedy_HW,dense,1056,20,166.0,0.42955326460481097,8.29999044071883e-06
scheduling,Greedy_BR,dense,1056,20,281.0,0.03436426116838488,1.3600001693703234e-05
scheduling,ML_RF,dense,1056,20,281,0.03436426116838488,0.02710389999265317
scheduling,ML_MLP,dense,1056,20,281,0.03436426116838488,0.0007535000040661544
scheduling,DP,dense,1057,20,316.0,0.0,2.1100000594742596e-05
scheduling,Greedy_EF,dense,1057,20,316.0,0.0,1.2299991794861853e-05
scheduling,Greedy_HW,dense,1057,20,184.0,0.4177215189873418,7.599999662488699e-06
scheduling,Greedy_BR,dense,1057,20,279.0,0.11708860759493671,1.2499993317760527e-05
scheduling,ML_RF,dense,1057,20,316,0.0,0.026299199991626665
scheduling,ML_MLP,dense,1057,20,316,0.0,0.0010184999991906807
scheduling,DP,dense,1058,20,266.0,0.0,2.1599989850074053e-05
scheduling,Greedy_EF,dense,1058,20,243.0,0.08646616541353383,1.309999788645655e-05
scheduling,Greedy_HW,dense,1058,20,228.0,0.14285714285714285,8.100003469735384e-06
scheduling,Greedy_BR,dense,1058,20,254.0,0.045112781954887216,1.3600001693703234e-05
scheduling,ML_RF,dense,1058,20,263,0.011278195488721804,0.02571840000746306
scheduling,ML_MLP,dense,1058,20,254,0.045112781954887216,0.0008106000022962689
scheduling,DP,dense,1059,20,308.0,0.0,2.0699997548945248e-05
scheduling,Greedy_EF,dense,1059,20,218.0,0.2922077922077922,1.2200005585327744e-05
scheduling,Greedy_HW,dense,1059,20,262.0,0.14935064935064934,8.499991963617504e-06
scheduling,Greedy_BR,dense,1059,20,285.0,0.07467532467532467,1.3500000932253897e-05
scheduling,ML_RF,dense,1059,20,285,0.07467532467532467,0.02568489999976009
scheduling,ML_MLP,dense,1059,20,285,0.07467532467532467,0.0007880999910412356
scheduling,DP,dense,1060,50,507.0,0.0,6.679999933112413e-05
scheduling,Greedy_EF,dense,1060,50,393.0,0.22485207100591717,2.549999044276774e-05
scheduling,Greedy_HW,dense,1060,50,366.0,0.2781065088757396,1.6999998479150236e-05
scheduling,Greedy_BR,dense,1060,50,450.0,0.11242603550295859,2.849999873433262e-05
scheduling,ML_RF,dense,1060,50,437,0.13806706114398423,0.025175899994792417
scheduling,ML_MLP,dense,1060,50,450,0.11242603550295859,0.0015320999955292791
scheduling,DP,dense,1061,50,530.0,0.0,6.799999391660094e-05
scheduling,Greedy_EF,dense,1061,50,407.0,0.2320754716981132,2.6699999580159783e-05
scheduling,Greedy_HW,dense,1061,50,376.0,0.29056603773584905,1.679999695625156e-05
scheduling,Greedy_BR,dense,1061,50,492.0,0.07169811320754717,3.290000313427299e-05
scheduling,ML_RF,dense,1061,50,521,0.016981132075471698,0.02617699999245815
scheduling,ML_MLP,dense,1061,50,529,0.0018867924528301887,0.001211800001328811
scheduling,DP,dense,1062,50,665.0,0.0,6.729998858645558e-05
scheduling,Greedy_EF,dense,1062,50,613.0,0.07819548872180451,2.7700007194653153e-05
scheduling,Greedy_HW,dense,1062,50,472.0,0.29022556390977444,1.750000228639692e-05
scheduling,Greedy_BR,dense,1062,50,614.0,0.07669172932330827,3.330000618007034e-05
scheduling,ML_RF,dense,1062,50,644,0.031578947368421054,0.03133299999171868
scheduling,ML_MLP,dense,1062,50,644,0.031578947368421054,0.0012284999975236133
scheduling,DP,dense,1063,50,526.0,0.0,6.710000161547214e-05
scheduling,Greedy_EF,dense,1063,50,387.0,0.26425855513307983,2.5000001187436283e-05
scheduling,Greedy_HW,dense,1063,50,442.0,0.1596958174904943,1.7400001524947584e-05
scheduling,Greedy_BR,dense,1063,50,430.0,0.18250950570342206,3.090000245720148e-05
scheduling,ML_RF,dense,1063,50,484,0.07984790874524715,0.026355800000601448
scheduling,ML_MLP,dense,1063,50,430,0.18250950570342206,0.0013662999990629032
scheduling,DP,dense,1064,50,523.0,0.0,6.770000618416816e-05
scheduling,Greedy_EF,dense,1064,50,379.0,0.27533460803059273,2.4499997380189598e-05
scheduling,Greedy_HW,dense,1064,50,523.0,0.0,1.959998917300254e-05
scheduling,Greedy_BR,dense,1064,50,472.0,0.09751434034416825,2.8599999495781958e-05
scheduling,ML_RF,dense,1064,50,523,0.0,0.027329399992595427
scheduling,ML_MLP,dense,1064,50,472,0.09751434034416825,0.0015073999966261908
scheduling,DP,dense,1065,50,533.0,0.0,6.710000161547214e-05
scheduling,Greedy_EF,dense,1065,50,452.0,0.15196998123827393,2.5399989681318402e-05
scheduling,Greedy_HW,dense,1065,50,467.0,0.12382739212007504,1.8999999156221747e-05
scheduling,Greedy_BR,dense,1065,50,529.0,0.0075046904315197,3.199999628122896e-05
scheduling,ML_RF,dense,1065,50,507,0.04878048780487805,0.02543409999634605
scheduling,ML_MLP,dense,1065,50,533,0.0,0.0014412000018637627
scheduling,DP,dense,1066,50,585.0,0.0,6.860001303721219e-05
scheduling,Greedy_EF,dense,1066,50,510.0,0.1282051282051282,2.5200002710334957e-05
scheduling,Greedy_HW,dense,1066,50,517.0,0.11623931623931624,1.8799997633323073e-05
scheduling,Greedy_BR,dense,1066,50,536.0,0.08376068376068375,3.2099997042678297e-05
scheduling,ML_RF,dense,1066,50,515,0.11965811965811966,0.02708349999738857
scheduling,ML_MLP,dense,1066,50,536,0.08376068376068375,0.0013608000008389354
scheduling,DP,dense,1067,50,557.0,0.0,6.919998850207776e-05
scheduling,Greedy_EF,dense,1067,50,489.0,0.12208258527827648,2.6300011086277664e-05
scheduling,Greedy_HW,dense,1067,50,236.0,0.5763016157989228,1.6900012269616127e-05
scheduling,Greedy_BR,dense,1067,50,489.0,0.12208258527827648,3.190001007169485e-05
scheduling,ML_RF,dense,1067,50,489,0.12208258527827648,0.026218600003630854
scheduling,ML_MLP,dense,1067,50,489,0.12208258527827648,0.0012473999959183857
scheduling,DP,dense,1068,50,475.0,0.0,6.710000161547214e-05
scheduling,Greedy_EF,dense,1068,50,416.0,0.12421052631578948,2.3499989765696228e-05
scheduling,Greedy_HW,dense,1068,50,196.0,0.5873684210526315,1.6400008462369442e-05
scheduling,Greedy_BR,dense,1068,50,473.0,0.004210526315789474,3.1199990189634264e-05
scheduling,ML_RF,dense,1068,50,416,0.12421052631578948,0.028431699989596382
scheduling,ML_MLP,dense,1068,50,473,0.004210526315789474,0.001626500001293607
